Original first level,Original second level,Original third level,NLP Type,NLP first level,NLP second level,NLP third level,NLP fourth level,mapped_nlp
factors,social vulnerabilities,,1D,Context,Socio cultural,,,"['subpillars_1d->Context->Socio cultural', 'first_level_tags->pillars_1d->Context']"
factors (societal level),relevant languages and communication preferences,,1D,Context,Socio cultural,,,"['subpillars_1d->Context->Socio cultural', 'first_level_tags->pillars_1d->Context']"
factors (societal level),religion and dominant beliefs,,1D,Context,Socio cultural,,,"['subpillars_1d->Context->Socio cultural', 'first_level_tags->pillars_1d->Context']"
factors (societal level),social vulnerabilities,,1D,Context,Socio cultural,,,"['subpillars_1d->Context->Socio cultural', 'first_level_tags->pillars_1d->Context']"
gender,gender norms and rules,,1D,Context,Socio cultural,,,"['subpillars_1d->Context->Socio cultural', 'first_level_tags->pillars_1d->Context']"
"international covenant on economic, social and cultural rights",cultural rights,,1D,Context,Socio cultural,,,"['subpillars_1d->Context->Socio cultural', 'first_level_tags->pillars_1d->Context']"
perfil de la población,perfil social,,1D,Context,Socio cultural,,,"['subpillars_1d->Context->Socio cultural', 'first_level_tags->pillars_1d->Context']"
population profile,social profile,,1D,Context,Socio cultural,,,"['subpillars_1d->Context->Socio cultural', 'first_level_tags->pillars_1d->Context']"
socio-cultural environment,,,1D,Context,Socio cultural,,,"['subpillars_1d->Context->Socio cultural', 'first_level_tags->pillars_1d->Context']"
socioeconomic and demographic environment,traditional practices,,1D,Context,Socio cultural,,,"['subpillars_1d->Context->Socio cultural', 'first_level_tags->pillars_1d->Context']"
vulnerability,social,,1D,Context,Socio cultural,,,"['subpillars_1d->Context->Socio cultural', 'first_level_tags->pillars_1d->Context']"
context,technological,,1D,Context,Technological,,,"['subpillars_1d->Context->Technological', 'first_level_tags->pillars_1d->Context']"
contexto,conectividad,,1D,Context,Technological,,,"['subpillars_1d->Context->Technological', 'first_level_tags->pillars_1d->Context']"
effects systems and networks,political and security,,1D,Context,,,,['first_level_tags->pillars_1d->Context']
covid-19,casos,,1D,Covid-19,Cases,,,"['subpillars_1d->Covid-19->Cases', 'first_level_tags->pillars_1d->Covid-19']"
covid-19 overview,cases,,1D,Covid-19,Cases,,,"['subpillars_1d->Covid-19->Cases', 'first_level_tags->pillars_1d->Covid-19']"
covid-19 overview,contact tracing,,1D,Covid-19,Contact tracing,,,"['subpillars_1d->Covid-19->Contact tracing', 'first_level_tags->pillars_1d->Covid-19']"
covid-19,muertes,,1D,Covid-19,Deaths,,,"['subpillars_1d->Covid-19->Deaths', 'first_level_tags->pillars_1d->Covid-19']"
covid-19 overview,deaths,,1D,Covid-19,Deaths,,,"['subpillars_1d->Covid-19->Deaths', 'first_level_tags->pillars_1d->Covid-19']"
covid-19,hospitalización y cuidados,,1D,Covid-19,Hospitalization & care,,,"['subpillars_1d->Covid-19->Hospitalization & care', 'first_level_tags->pillars_1d->Covid-19']"
covid-19,hospitalization and care,,1D,Covid-19,Hospitalization & care,,,"['subpillars_1d->Covid-19->Hospitalization & care', 'first_level_tags->pillars_1d->Covid-19']"
covid-19 overview,hospitalization & care,,1D,Covid-19,Hospitalization & care,,,"['subpillars_1d->Covid-19->Hospitalization & care', 'first_level_tags->pillars_1d->Covid-19']"
covid-19,health system capacity,,1D,Covid-19,Hospitalization & care,,,"['subpillars_1d->Covid-19->Hospitalization & care', 'first_level_tags->pillars_1d->Covid-19']"
covid-19,campañas de prevención,,1D,Covid-19,Prevention campaign,,,"['subpillars_1d->Covid-19->Prevention campaign', 'first_level_tags->pillars_1d->Covid-19']"
covid-19 communication & information,prevention campaigns,,1D,Covid-19,Prevention campaign,,,"['subpillars_1d->Covid-19->Prevention campaign', 'first_level_tags->pillars_1d->Covid-19']"
covid-19,investigación y perspectivas,,1D,Covid-19,Research and outlook,,,"['subpillars_1d->Covid-19->Research and outlook', 'first_level_tags->pillars_1d->Covid-19']"
covid-19 overview,research & outlook,,1D,Covid-19,Research and outlook,,,"['subpillars_1d->Covid-19->Research and outlook', 'first_level_tags->pillars_1d->Covid-19']"
who contribution,"pillar 11: research, innovation & evidence",,1D,Covid-19,Research and outlook,,,"['subpillars_1d->Covid-19->Research and outlook', 'first_level_tags->pillars_1d->Covid-19']"
covid-19,medidas de contención y prevención,,1D,Covid-19,Restriction measures,,,"['subpillars_1d->Covid-19->Restriction measures', 'first_level_tags->pillars_1d->Covid-19']"
covid-19,restriction measures,,1D,Covid-19,Restriction measures,,,"['subpillars_1d->Covid-19->Restriction measures', 'first_level_tags->pillars_1d->Covid-19']"
covid-19 containment measures,compliance & resistance to measures,,1D,Covid-19,Restriction measures,,,"['subpillars_1d->Covid-19->Restriction measures', 'first_level_tags->pillars_1d->Covid-19']"
covid-19 containment measures,lockdown,,1D,Covid-19,Restriction measures,,,"['subpillars_1d->Covid-19->Restriction measures', 'first_level_tags->pillars_1d->Covid-19']"
covid-19 containment measures,movement restrictions,,1D,Covid-19,Restriction measures,,,"['subpillars_1d->Covid-19->Restriction measures', 'first_level_tags->pillars_1d->Covid-19']"
covid-19 containment measures,physical distancing,,1D,Covid-19,Restriction measures,,,"['subpillars_1d->Covid-19->Restriction measures', 'first_level_tags->pillars_1d->Covid-19']"
covid-19 containment measures,public health measures,,1D,Covid-19,Restriction measures,,,"['subpillars_1d->Covid-19->Restriction measures', 'first_level_tags->pillars_1d->Covid-19']"
covid-19 overview,containment measures,,1D,Covid-19,Restriction measures,,,"['subpillars_1d->Covid-19->Restriction measures', 'first_level_tags->pillars_1d->Covid-19']"
national response,"pillar4: points of entry, travel and mass gatherings",,1D,Covid-19,Restriction measures,,,"['subpillars_1d->Covid-19->Restriction measures', 'first_level_tags->pillars_1d->Covid-19']"
who contribution,"pillar 4:  points of entry, travel and mass gatherings",,1D,Covid-19,Restriction measures,,,"['subpillars_1d->Covid-19->Restriction measures', 'first_level_tags->pillars_1d->Covid-19']"
covid-19,pruebas,,1D,Covid-19,Testing,,,"['subpillars_1d->Covid-19->Testing', 'first_level_tags->pillars_1d->Covid-19']"
covid-19,testing,,1D,Covid-19,Testing,,,"['subpillars_1d->Covid-19->Testing', 'first_level_tags->pillars_1d->Covid-19']"
covid-19 overview,testing,,1D,Covid-19,Testing,,,"['subpillars_1d->Covid-19->Testing', 'first_level_tags->pillars_1d->Covid-19']"
covid-19,vaccination,,1D,Covid-19,Vaccination,,,"['subpillars_1d->Covid-19->Vaccination', 'first_level_tags->pillars_1d->Covid-19']"
covid-19,vaccine uptake,,1D,Covid-19,Vaccination,,,"['subpillars_1d->Covid-19->Vaccination', 'first_level_tags->pillars_1d->Covid-19']"
covid-19,vacunación,,1D,Covid-19,Vaccination,,,"['subpillars_1d->Covid-19->Vaccination', 'first_level_tags->pillars_1d->Covid-19']"
covid-19 overview,vaccination,,1D,Covid-19,Vaccination,,,"['subpillars_1d->Covid-19->Vaccination', 'first_level_tags->pillars_1d->Covid-19']"
national response,pillar 10: vaccination,,1D,Covid-19,Vaccination,,,"['subpillars_1d->Covid-19->Vaccination', 'first_level_tags->pillars_1d->Covid-19']"
who contribution,pillar 10:  vaccination,,1D,Covid-19,Vaccination,,,"['subpillars_1d->Covid-19->Vaccination', 'first_level_tags->pillars_1d->Covid-19']"
salud,pandemia por la covid-19,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
context,covid-19,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
covid 19,,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
covid-19,cases/deaths,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
covid-19,epidemiological trends,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
covid-19,overview,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
covid-19,,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
covid-19 response,,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
national response,covid-19 m&e analytical framework,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
national response,"pillar 1: coordination, planning, financing and monitoring",,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
national response,pillar 2: risk communication and community engagement (rcce),,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
national response,"pillar 3: surveillance, outbreak investigation & public health measures",,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
national response,pillar 5: laboratories and diagnostics,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
national response,pillar 6: infection prevention and control & health workforce protection,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
national response,"pillar 7: case management, clinical operations & therapeutics",,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
national response,"pillar 8: operational support, logistics & supply chains",,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
national response,pillar 9: strengthening essential services & systems,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
salud,pandemia covid-19,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
who contribution,"pillar 1:  coordination, planning, financing and monitoring",,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
who contribution,pillar 2: risk communication and community engagement (rcce),,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
who contribution,"pillar 3:  surveillance, outbreak investigation & public health measures",,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
who contribution,pillar 5:  laboratories and diagnostics,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
who contribution,pillar 6:  infection prevention and control & health workforce protection,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
who contribution,"pillar 7: case management, clinical operations & therapeutics",,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
who contribution,"pillar 8: operational support, logistics & supply chains",,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
who contribution,pillar 9: strengthening essential services & systems,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
assessment,covid-19 response,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
assessment,impacts of covid-19,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
monitoring,covid-19,,1D,Covid-19,,,,['first_level_tags->pillars_1d->Covid-19']
capacity development,covid-19 prevention,,1D,Covid-19,Prevention campaign,,,"['subpillars_1d->Covid-19->Prevention campaign', 'first_level_tags->pillars_1d->Covid-19']"
content,covid-19 prevention,,1D,Covid-19,Prevention campaign,,,"['subpillars_1d->Covid-19->Prevention campaign', 'first_level_tags->pillars_1d->Covid-19']"
displacement,intentions,,1D,Displacement,Intentions,,,"['subpillars_1d->Displacement->Intentions', 'first_level_tags->pillars_1d->Displacement']"
displacement patterns,intentions,,1D,Displacement,Intentions,,,"['subpillars_1d->Displacement->Intentions', 'first_level_tags->pillars_1d->Displacement']"
displacement profile,intentions,,1D,Displacement,Intentions,,,"['subpillars_1d->Displacement->Intentions', 'first_level_tags->pillars_1d->Displacement']"
perceptions and willingness,intention,,1D,Displacement,Intentions,,,"['subpillars_1d->Displacement->Intentions', 'first_level_tags->pillars_1d->Displacement']"
personas en movilidad,intención de movilizarse,,1D,Displacement,Intentions,,,"['subpillars_1d->Displacement->Intentions', 'first_level_tags->pillars_1d->Displacement']"
return,intention,,1D,Displacement,Intentions,,,"['subpillars_1d->Displacement->Intentions', 'first_level_tags->pillars_1d->Displacement']"
displacement,local integration,,1D,Displacement,Local integration,,,"['subpillars_1d->Displacement->Local integration', 'first_level_tags->pillars_1d->Displacement']"
displacement,social cohesion,,1D,Displacement,Local integration,,,"['subpillars_1d->Displacement->Local integration', 'first_level_tags->pillars_1d->Displacement']"
displacement profile,local integration,,1D,Displacement,Local integration,,,"['subpillars_1d->Displacement->Local integration', 'first_level_tags->pillars_1d->Displacement']"
durable solutions,local integration,,1D,Displacement,Local integration,,,"['subpillars_1d->Displacement->Local integration', 'first_level_tags->pillars_1d->Displacement']"
integración,,,1D,Displacement,Local integration,,,"['subpillars_1d->Displacement->Local integration', 'first_level_tags->pillars_1d->Displacement']"
integración local,discriminación y xenofobia,,1D,Displacement,Local integration,,,"['subpillars_1d->Displacement->Local integration', 'first_level_tags->pillars_1d->Displacement']"
integración local,integración y relación con comunidad de acogida,,1D,Displacement,Local integration,,,"['subpillars_1d->Displacement->Local integration', 'first_level_tags->pillars_1d->Displacement']"
overall feeling,integration,,1D,Displacement,Local integration,,,"['subpillars_1d->Displacement->Local integration', 'first_level_tags->pillars_1d->Displacement']"
